table_str,chi_stat,pval_exact,pval_asympt,diff
0_5_5_2,6.122448979591837,0.008685999999999972,0.013347575926843165,0.004661575926843194
11_0_0_1,11.999999999999998,0.012751999999999986,0.0005320055051392503,0.012219994494860735
1_4_0_7,1.5272727272727271,0.16193800000000003,0.2165222216610337,0.05458422166103366
3_3_1_5,1.5,0.28244100000000005,0.22067136191984324,0.06176963808015681
4_2_6_0,2.4,0.112541,0.12133525035848208,0.00879425035848208
2_6_3_1,2.742857142857143,0.133919,0.09768995934615682,0.03622904065384319
2_3_1_6,1.0285714285714287,0.376858,0.310494434317232,0.06636356568276802
6_0_4_2,2.4,0.11245799999999995,0.12133525035848208,0.008877250358482136
3_6_3_0,4.0,0.045637999999999956,0.04550026389635857,0.00013773610364138655
3_5_0_4,1.9999999999999998,0.18652999999999997,0.15729920705028108,0.029230792949718892
2_4_6_0,6.0,0.013521000000000005,0.014305878435429641,0.0007848784354296361
4_4_0_4,3.0,0.09049200000000002,0.08326451666355042,0.007227483336449597
8_2_2_0,0.48,0.42052599999999996,0.4884223166225936,0.06789631662259366
2_1_2_7,2.0,0.18609600000000004,0.15729920705028105,0.028796792949718986
3_2_6_1,1.0285714285714285,0.388595,0.31049443431723206,0.07810056568276796
0_3_1_8,0.3636363636363636,0.431752,0.5464935954065822,0.11474159540658213
3_1_5_3,0.1875,0.699939,0.6650055421020291,0.034933457897970865
0_1_8_3,2.181818181818182,0.09650499999999995,0.13964939861042502,0.04314439861042507
7_3_0_2,3.36,0.05058099999999999,0.06679806847513782,0.016217068475137833
10_0_0_2,12.000000000000002,0.001395000000000035,0.0005320055051392498,0.0008629944948607853
0_0_10_2,0,-1,1,2
4_4_3_1,0.6857142857142857,0.500796,0.4076259477027807,0.09317005229721931
1_1_3_7,0.30000000000000004,0.657285,0.583882420770365,0.073402579229635
4_1_1_6,5.182040816326531,0.02793800000000002,0.02282150367148815,0.005116496328511869
5_6_1_0,1.0909090909090908,0.29562900000000003,0.2962698714842834,0.0006408714842833785
0_8_1_3,2.181818181818182,0.09647700000000003,0.13964939861042502,0.04317239861042499
0_6_3_3,4.0,0.04590899999999998,0.04550026389635857,0.0004087361036414078
6_1_3_2,1.0285714285714287,0.373834,0.310494434317232,0.063339565682768
0_2_9_1,7.2,0.011094000000000048,0.0072903580915356595,0.0038036419084643888
1_0_11_0,0,-1,1,2
6_2_0_4,6.0,0.013283999999999963,0.014305878435429641,0.0010218784354296788
1_0_0_11,11.999999999999998,0.012951999999999964,0.0005320055051392503,0.012419994494860713
0_4_8_0,12.000000000000002,0.0003609999999999447,0.0005320055051392498,0.00017100550513930507
0_2_4_6,1.2,0.278999,0.273321678292295,0.005677321707705019
0_0_5_7,0,-1,1,2
1_5_5_1,5.333333333333333,0.024851999999999985,0.020921335337794035,0.00393066466220595
5_5_0_2,1.714285714285714,0.19861799999999996,0.19043026382552036,0.008187736174479598
0_9_2_1,7.2,0.011148000000000047,0.0072903580915356595,0.0038576419084643872
5_0_4_3,2.857142857142857,0.09823199999999999,0.09096894797535765,0.007263052024642336
1_9_2_0,7.2,0.01113200000000003,0.0072903580915356595,0.0038416419084643712
1_6_1_4,0.06857142857142862,0.810808,0.7934282471197336,0.017379752880266386
0_1_6_5,1.0909090909090908,0.296106,0.2962698714842834,0.0001638714842834288
9_0_0_3,12.0,0.0011830000000000451,0.0005320055051392492,0.0006509944948607959
6_2_3_1,0.0,1.0,1.0,0.0
1_4_2_5,0.11428571428571428,0.804731,0.7353166906373405,0.06941430936265947
1_8_1_2,0.7999999999999999,0.38669,0.37109336952269756,0.01559663047730242
3_1_0_8,8.0,0.00429400000000002,0.004677734981047276,0.00038373498104725574
7_4_1_0,0.5454545454545454,0.407189,0.46018093544712024,0.05299193544712022
2_6_1_3,0.0,1.0,1.0,0.0
2_3_7_0,5.6,0.014700000000000046,0.01796047752607879,0.0032604775260787443
1_5_0_6,1.0909090909090908,0.295747,0.2962698714842834,0.000522871484283427
6_0_6_0,0,-1,1,2
2_1_4_5,0.4444444444444444,0.588177,0.5049850750938457,0.08319192490615424
2_4_0_6,2.4000000000000004,0.112572,0.12133525035848208,0.008763250358482078
5_2_0_5,6.122448979591836,0.00938899999999998,0.013347575926843172,0.003958575926843191
2_0_2_8,4.800000000000001,0.027144999999999975,0.02845973691631058,0.0013147369163106042
1_3_6_2,2.742857142857143,0.13432,0.09768995934615682,0.03663004065384318
1_6_2_3,1.0285714285714285,0.38799399999999995,0.31049443431723206,0.07749956568276789
2_7_2_1,2.0,0.16682200000000003,0.15729920705028105,0.009522792949718972
3_4_1_4,0.6857142857142857,0.501328,0.4076259477027807,0.09370205229721928
0_7_5_0,11.999999999999998,0.0004830000000000112,0.0005320055051392503,4.900550513923911e-05
4_8_0_0,0,-1,1,2
7_3_2_0,0.8,0.38673599999999997,0.37109336952269756,0.01564263047730241
10_0_2_0,0,-1,1,2
4_4_1_3,0.6857142857142857,0.501733,0.4076259477027807,0.09410705229721927
4_1_7_0,1.527272727272727,0.18036600000000003,0.21652222166103374,0.036156221661033716
2_1_1_8,3.7037037037037037,0.05118400000000001,0.05429182836685469,0.0031078283668546855
7_0_0_5,11.999999999999998,0.0005300000000000304,0.0005320055051392503,2.00550513921986e-06
1_7_4_0,8.399999999999999,0.003349999999999964,0.00375221010087385,0.0004022101008738857
7_2_1_2,2.0,0.18574199999999996,0.15729920705028105,0.02844279294971891
3_1_6_2,0.0,1.0,1.0,0.0
8_1_3_0,0.36363636363636365,0.43281499999999995,0.5464935954065822,0.1136785954065822
0_2_6_4,2.4000000000000004,0.11285100000000003,0.12133525035848208,0.008484250358482048
3_4_2_3,0.009795918367346956,0.889199,0.9211586502250247,0.03195965022502478
4_5_2_1,0.4444444444444444,0.587114,0.5049850750938457,0.08212892490615431
5_5_2_0,1.714285714285714,0.19981499999999996,0.19043026382552036,0.009384736174479602
0_9_0_3,0,-1,1,2
5_0_6_1,0.7792207792207793,0.391667,0.37737955917024424,0.014287440829755749
0_7_2_3,3.36,0.05042000000000002,0.06679806847513782,0.0163780684751378
3_3_5_1,1.5,0.282791,0.22067136191984324,0.062119638080156775
0_3_8_1,8.0,0.004363000000000006,0.004677734981047276,0.00031473498104727
2_0_9_1,0.21818181818181817,0.46457800000000005,0.640428787412791,0.17585078741279092
0_8_2_2,4.800000000000001,0.026868000000000003,0.02845973691631058,0.0015917369163105759
3_8_0_1,0.3636363636363636,0.43144099999999996,0.5464935954065822,0.11505259540658219
0_1_4_7,0.5454545454545454,0.40593199999999996,0.46018093544712024,0.05424893544712028
9_0_2_1,3.2727272727272725,0.06314900000000001,0.070440429272088,0.007291429272087993
4_3_1_4,1.655510204081633,0.229618,0.19821061903883885,0.031407380961161135
1_1_0_10,5.454545454545456,0.03976999999999997,0.019517481182177717,0.020252518817822255
5_4_1_2,0.4444444444444444,0.588051,0.5049850750938457,0.08306592490615428
0_10_1_1,5.454545454545456,0.03990300000000002,0.019517481182177717,0.020385518817822305
6_2_1_3,2.742857142857143,0.134606,0.09768995934615682,0.036916040653843185
1_8_3_0,8.0,0.0035889999999999533,0.004677734981047276,0.0010887349810473224
2_3_5_2,1.1853061224489794,0.34908399999999995,0.27627841580801477,0.07280558419198518
1_5_2_4,0.4444444444444444,0.587811,0.5049850750938457,0.08282592490615426
0_12_0_0,0,-1,1,2
6_0_0_6,12.0,0.0002950000000000452,0.0005320055051392492,0.000237005505139204
3_5_4_0,4.285714285714286,0.04099699999999995,0.03843393023678176,0.002563069763218191
2_4_2_4,0.0,1.0,1.0,0.0
0_2_5_5,1.714285714285714,0.19938900000000004,0.19043026382552036,0.008958736174479676
5_3_0_4,4.285714285714285,0.042783000000000015,0.03843393023678176,0.0043490697632182565
6_3_2_1,0.0,1.0,1.0,0.0
3_0_1_8,8.0,0.004349000000000047,0.004677734981047276,0.0003287349810472285
2_7_0_3,0.7999999999999999,0.387088,0.37109336952269756,0.01599463047730243
1_4_1_6,0.06857142857142862,0.809817,0.7934282471197336,0.016388752880266422
1_1_7_3,0.3,0.658589,0.583882420770365,0.07470657922963497
2_6_2_2,0.7500000000000001,0.46408799999999995,0.3864762307712325,0.07761176922876745
1_2_7_2,2.0,0.18585700000000005,0.15729920705028105,0.028557792949718996
0_1_1_10,0.09917355371900828,0.41808900000000004,0.7528236648962049,0.33473466489620485
0_4_4_4,3.0,0.09045000000000003,0.08326451666355042,0.007185483336449611
2_1_3_6,1.0285714285714287,0.377312,0.310494434317232,0.06681756568276798
1_5_1_5,0.0,1.0,1.0,0.0
4_1_5_2,0.11428571428571428,0.80433,0.7353166906373405,0.06901330936265948
5_0_0_7,11.999999999999998,0.0004990000000000272,0.0005320055051392503,3.300550513922311e-05
6_4_1_1,0.06857142857142862,0.810467,0.7934282471197336,0.01703875288026646
7_2_3_0,0.8,0.38604400000000005,0.37109336952269756,0.014950630477302496
7_1_0_4,8.399999999999999,0.003330000000000055,0.00375221010087385,0.0004222101008737947
8_1_1_2,3.7037037037037037,0.050813,0.05429182836685469,0.0034788283668546957
4_5_0_3,2.0,0.16687200000000002,0.15729920705028105,0.009572792949718967
0_0_1_11,0,-1,1,2
2_2_8_0,4.800000000000001,0.02710900000000005,0.02845973691631058,0.0013507369163105291
0_4_7_1,8.399999999999999,0.0033370000000000344,0.00375221010087385,0.00041521010087381544
4_0_8_0,0,-1,1,2
1_6_5_0,8.571428571428571,0.002638000000000029,0.0034147911781178208,0.0007767911781177915
4_4_2_2,0.0,1.0,1.0,0.0
3_0_7_2,0.7999999999999999,0.387451,0.37109336952269756,0.01635763047730243
0_2_8_2,4.800000000000001,0.027000000000000024,0.02845973691631058,0.0014597369163105549
4_6_1_1,0.06857142857142862,0.810005,0.7934282471197336,0.016576752880266388
0_0_4_8,0,-1,1,2
5_4_3_0,2.0,0.18524399999999996,0.15729920705028105,0.02794479294971891
0_3_7_2,5.6,0.014705999999999997,0.01796047752607879,0.003254477526078794
1_5_4_2,3.085714285714286,0.09949600000000003,0.07898257926378263,0.020513420736217397
6_0_2_4,6.0,0.01355099999999998,0.014305878435429641,0.0007548784354296616
2_1_8_1,0.7999999999999999,0.387007,0.37109336952269756,0.015913630477302432
4_2_3_3,0.34285714285714286,0.648278,0.5581846494226572,0.0900933505773428
0_4_2_6,1.2,0.28018600000000005,0.273321678292295,0.006864321707705068
1_0_1_10,5.454545454545456,0.039744,0.019517481182177717,0.020226518817822284
0_11_0_1,0,-1,1,2
6_3_0_3,4.0,0.04574900000000004,0.04550026389635857,0.0002487361036414698
8_0_4_0,0,-1,1,2
1_1_1_9,1.9200000000000004,0.145714,0.16585666034290597,0.02014266034290596
0_1_7_4,1.5272727272727271,0.18016,0.2165222216610337,0.0363622216610337
1_3_2_6,0.0,1.0,1.0,0.0
1_2_8_1,3.7037037037037033,0.05077600000000004,0.0542918283668548,0.0035158283668547535
2_8_1_1,0.7999999999999999,0.38567799999999997,0.37109336952269756,0.014584630477302407
1_4_3_4,0.6857142857142857,0.5013449999999999,0.4076259477027807,0.09371905229721922
5_1_5_1,0.0,1.0,1.0,0.0
3_0_8_1,0.3636363636363636,0.43237400000000004,0.5464935954065822,0.11411959540658212
3_4_5_0,4.285714285714286,0.042001999999999984,0.03843393023678176,0.003568069763218225
6_2_2_2,0.75,0.46618400000000004,0.3864762307712325,0.07970776922876754
0_3_4_5,2.0,0.185832,0.15729920705028105,0.028532792949718944
5_2_1_4,3.085714285714286,0.09926500000000005,0.07898257926378263,0.020282420736217416
9_1_1_1,1.9200000000000004,0.14588599999999996,0.16585666034290597,0.01997066034290601
2_4_3_3,0.34285714285714286,0.647878,0.5581846494226572,0.08969335057734273
6_6_0_0,0,-1,1,2
5_0_2_5,6.122448979591837,0.00884600000000002,0.013347575926843165,0.004501575926843145
5_1_0_6,8.571428571428571,0.0028049999999999464,0.0034147911781178208,0.0006097911781178743
3_1_2_6,2.7428571428571433,0.12082700000000002,0.09768995934615694,0.023137040653843075
1_7_3_1,4.6875,0.032252999999999976,0.030382821976577483,0.0018701780234224932
5_2_2_3,1.1853061224489794,0.349565,0.27627841580801477,0.07328658419198525
0_4_5_3,4.285714285714285,0.04281999999999997,0.03843393023678176,0.00438606976321821
6_5_0_1,1.0909090909090908,0.29516299999999995,0.2962698714842834,0.001106871484283456
7_0_1_4,8.399999999999999,0.003407000000000049,0.00375221010087385,0.00034521010087380094
