node index 1,node index 2,phi-coefficient,p-value
2,49,-0.024940998999955225,0.7344332603028375
2,50,-0.024940998999955225,0.7344332603028375
2,51,-0.024940998999955225,0.7344332603028375
2,52,0.10554383342496251,0.15113005013652478
2,53,0.1368188537221689,0.0627529886399167
2,54,0.09754001180096572,0.18461204651245955
2,55,-0.04343578650511755,0.5546607547088442
2,56,0.026230917285685534,0.7212572227440456
2,57,-0.024940998999955225,0.7344332603028375
2,58,0.05255267686603594,0.474736538160655
2,59,0.039786447307363845,0.5884013098356413
2,60,-0.024940998999955225,0.7344332603028375
2,61,-0.024940998999955225,0.7344332603028375
2,62,0.14007806978081544,0.056745277311734635
2,63,0.2772938384267547,0.0001622015502782406
2,64,0.1368188537221689,0.0627529886399167
2,65,-0.024940998999955225,0.7344332603028375
2,66,0.24382219590982007,0.0009120466236910668
2,67,0.3090058465017692,2.6347753654306687e-05
2,68,-0.04343578650511755,0.5546607547088442
2,69,-0.14287358621394416,0.0519810240879781
3,4,0.10629880069054677,0.14822769420380788
3,5,-0.06315089779506726,0.3903708199928536
3,6,-0.035432933563515595,0.6298485691257993
3,7,-0.0697969390932712,0.3424472028556181
3,8,-0.027295012258107463,0.710449619085725
3,9,-0.015672903110733747,0.8311908342178889
3,10,-0.015672903110733747,0.8311908342178889
3,11,-0.015672903110733747,0.8311908342178889
3,12,-0.00299259436936026,0.9675321245766051
3,13,-0.06083091134721615,0.4080161335528022
3,14,-0.10282254056616087,0.16195164384807276
3,15,-0.03160451052255107,0.6672917968397345
3,16,-0.0222253092851283,0.7624257498539467
3,17,-0.015672903110733747,0.8311908342178889
3,18,-0.021999529484482607,0.7647676494622643
3,19,-0.0480754414848157,0.5131783604468374
3,20,-0.027295012258107463,0.710449619085725
3,21,-0.08020269526760282,0.27532806751482364
3,22,0.014525948139578615,0.8433781790706734
3,23,-0.06302506008770561,0.39131585404142255
3,24,-0.10987888302259453,0.13504122441271063
3,25,-0.03160451052255107,0.6672917968397345
3,26,0.03300891361017461,0.6534534676614587
3,27,0.3467629813249841,2.3995232327229634e-06
3,28,-0.035432933563515595,0.6298485691257993
3,29,0.09147199926466419,0.21344300020827128
3,30,0.13266841029679305,0.07115523493900619
3,31,-0.0222253092851283,0.7624257498539467
3,32,-0.11313202146785215,0.12386244573173033
3,33,-0.035432933563515595,0.6298485691257993
3,34,-0.03160451052255107,0.6672917968397345
3,35,-0.027295012258107463,0.710449619085725
3,36,0.15944820103582016,0.03010318806909634
3,37,-0.0222253092851283,0.7624257498539467
3,38,-0.04519774011299435,0.5387160498943804
3,39,-0.0222253092851283,0.7624257498539467
3,40,-0.014699369694537822,0.841532947253013
3,41,-0.035432933563515595,0.6298485691257993
3,42,-0.015672903110733747,0.8311908342178889
3,43,0.07538236326024136,0.30521647148751585
3,44,-0.08596991001089914,0.24227585757151987
3,45,0.08545197740112995,0.24512477284822176
3,46,0.07545173455255798,0.30477161819578596
3,47,-0.042881902551300116,0.5597203499286869
3,48,-0.05844748295995495,0.42662995520539515
3,49,0.3467629813249841,2.3995232327229634e-06
3,50,-0.015672903110733747,0.8311908342178889
3,51,-0.015672903110733747,0.8311908342178889
3,52,-0.0156316253824016,0.8316287592556291
3,53,0.2347548293241677,0.0014079763764912633
3,54,-0.027295012258107463,0.710449619085725
3,55,-0.027295012258107463,0.710449619085725
3,56,-0.04215968711846359,0.5663510501887886
3,57,-0.015672903110733747,0.8311908342178889
3,58,-0.060818141833705486,0.4081145523684603
3,59,-0.22080530724201122,0.0026708931913103345
3,60,-0.015672903110733747,0.8311908342178889
3,61,-0.015672903110733747,0.8311908342178889
3,62,-0.07593489099806894,0.3016852495143123
3,63,-0.024230797906286676,0.7417215058102684
3,64,-0.0222253092851283,0.7624257498539467
3,65,-0.015672903110733747,0.8311908342178889
3,66,-0.024646068772639078,0.7374570410762308
3,67,0.2347548293241677,0.0014079763764912633
3,68,-0.027295012258107463,0.710449619085725
3,69,-0.0156316253824016,0.8316287592556291
4,5,0.14852213144650114,0.04337100496443151
4,6,0.08333333333333333,0.2570228608477581
4,7,-0.018239188505486094,0.8040726763871973
4,8,0.06419407387663693,0.3825901512386558
4,9,0.036860489038724284,0.6161199988427408
4,10,-0.14744195615489714,0.04491737295298688
4,11,0.036860489038724284,0.6161199988427408
4,12,0.07239256335987602,0.3247983223872384
4,13,0.09197090092274487,0.2109565524494216
4,14,0.016629752630943483,0.8210543556837511
4,15,0.07432941462471664,0.3120215314361363
4,16,0.05227083734893167,0.47710886678397946
4,17,0.036860489038724284,0.6161199988427408
4,18,0.0886968593983624,0.22766032186740395
4,19,0.11306675421666136,0.12407939550898595
4,20,0.06419407387663693,0.3825901512386558
4,21,0.10350573798959714,0.15918134286590946
4,22,0.006507240078691919,0.9294728991732957
4,23,0.07450111597299125,0.3109050781256054
4,24,-0.07288765166106367,0.3215004311802879
4,25,-0.11149412193707495,0.12939701017884422
4,26,0.24152294576982397,0.0010195804221129587
4,27,0.036860489038724284,0.6161199988427408
4,28,0.08333333333333333,0.2570228608477581
4,29,0.05111986324432477,0.4868639857880709
4,30,-0.015082424435169042,0.8374602835383216
4,31,0.05227083734893167,0.47710886678397946
4,32,-0.022230457250195172,0.7623723778800309
4,33,0.08333333333333333,0.2570228608477581
4,34,-0.11149412193707495,0.12939701017884422
4,35,0.06419407387663693,0.3825901512386558
4,36,-0.12162162162162163,0.09808020061082948
4,37,0.05227083734893167,0.47710886678397946
4,38,-0.026574700172636693,0.7177593384987991
4,39,-0.0784062560233975,0.2862246166709814
4,40,0.04208628114633966,0.5670270987047286
4,41,0.08333333333333333,0.2570228608477581
4,42,0.036860489038724284,0.6161199988427408
4,43,0.016302421850316717,0.8245186952216012
4,44,-0.2644013603256262,0.0003228408943785071
4,45,-0.026574700172636693,0.7177593384987991
4,46,0.050251890762960605,0.4942911964123172
4,47,-0.005681818181818182,0.9383999399237116
4,48,-0.28549458074552414,0.00010311355991360452
4,49,0.036860489038724284,0.6161199988427408
4,50,0.036860489038724284,0.6161199988427408
4,51,0.036860489038724284,0.6161199988427408
4,52,0.022623636652753562,0.7582994128098128
4,53,0.05227083734893167,0.47710886678397946
4,54,0.06419407387663693,0.3825901512386558
4,55,0.06419407387663693,0.3825901512386558
4,56,0.09915372244226286,0.1774537728257791
4,57,0.036860489038724284,0.6161199988427408
4,58,-0.05627638574142454,0.44400862878828107
4,59,0.08027878384985948,0.2748728768022572
4,60,0.036860489038724284,0.6161199988427408
4,61,0.036860489038724284,0.6161199988427408
4,62,0.047822809985881044,0.515394782977237
4,63,0.11578406146711151,0.11529488222475291
4,64,0.05227083734893167,0.47710886678397946
4,65,-0.14744195615489714,0.04491737295298688
4,66,0.19094065395649332,0.009402175523890879
4,67,0.05227083734893167,0.47710886678397946
4,68,-0.042796049251091296,0.5605065981917239
4,69,-0.05278848552309164,0.4727566523199449
5,6,0.07261081981828946,0.3233417642050595
5,7,-0.030701129063812276,0.6762538552780153
5,8,-0.03813696271356911,0.6039568679755103
5,9,-0.021898393592766893,0.7658173802826088
5,10,-0.021898393592766893,0.7658173802826088
5,11,-0.021898393592766893,0.7658173802826088
5,12,0.12105840498406444,0.09964598272070017
5,13,-0.08499377746907318,0.24766464975062413
5,14,-0.1690499960671427,0.021486290602011435
5,15,-0.044158252356934595,0.5480950011140122
5,16,-0.031053504702226845,0.6727525425993648
5,17,-0.021898393592766893,0.7658173802826088
5,18,0.153397467197303,0.03693958793867315
5,19,0.11692844749686254,0.11174493384359556
5,20,-0.03813696271356911,0.6039568679755103
5,21,-0.057176373307184336,0.4367560608524472
5,22,0.03221563887738072,0.661255760480675
5,23,-0.036883548464838774,0.615899321157022
5,24,-0.05642345010615095,0.4428188289584669
5,25,-0.044158252356934595,0.5480950011140122
5,26,0.3621313605800979,8.413672521943481e-07
5,27,-0.021898393592766893,0.7658173802826088
5,28,-0.049507377148833714,0.5007099384794857
5,29,-0.10629403467621074,0.1482458819133957
5,30,-0.01493382549661398,0.8390396867383714
5,31,-0.031053504702226845,0.6727525425993648
5,32,-0.07153715603296842,0.33054807459995056
5,33,0.07261081981828946,0.3233417642050595
5,34,0.09199635907694707,0.21083023713859364
5,35,-0.03813696271356911,0.6039568679755103
5,36,-0.049507377148833714,0.500709938479486
5,37,-0.031053504702226845,0.6727525425993648
5,38,-0.06315089779506726,0.3903708199928536
5,39,-0.031053504702226845,0.6727525425993648
5,40,0.12263364773193132,0.09531613512280927
5,41,0.07261081981828946,0.3233417642050595
5,42,-0.021898393592766893,0.7658173802826088
5,43,-0.06887169254255081,0.34888393135533136
5,44,-0.06313912146312042,0.39045920070675677
5,45,0.13156437040639013,0.07353933108509501
5,46,-0.06717166132798487,0.36090952550649724
5,47,-0.007876173637314455,0.9146877963863776
5,48,-0.004187877891234615,0.9545760250749384
5,49,-0.021898393592766893,0.7658173802826088
5,50,-0.021898393592766893,0.7658173802826088
5,51,-0.021898393592766893,0.7658173802826088
5,52,0.09557648317832948,0.1936075781596525
5,53,-0.031053504702226845,0.6727525425993648
5,54,0.11864832844221501,0.10657260675920972
5,55,0.11864832844221501,0.10657260675920972
5,56,0.04488082955574753,0.5415668813442864
5,57,-0.021898393592766893,0.7658173802826088
5,58,-0.12506476515594186,0.0889308357747719
5,59,-0.143078113047769,0.051646003165656734
5,60,-0.021898393592766893,0.7658173802826088
5,61,-0.021898393592766893,0.7658173802826088
5,62,-0.013021700396584129,0.8594186302115737
5,63,-0.027227784694661163,0.7111307301329335
5,64,-0.031053504702226845,0.6727525425993648
5,65,-0.021898393592766893,0.7658173802826088
5,66,-0.01944611170656493,0.7913979663072828
5,67,-0.031053504702226845,0.6727525425993648
5,68,-0.03813696271356911,0.6039568679755103
5,69,-0.12544413417155745,0.08796625322155008
6,7,0.05775743026737263,0.43211007813464875
6,8,-0.021398024625545645,0.7710172086587388
6,9,-0.01228682967957476,0.8672764545452716
6,10,-0.01228682967957476,0.8672764545452716
6,11,-0.01228682967957476,0.8672764545452716
6,12,0.03485567865475512,0.635436809423007
6,13,-0.047688615293275116,0.516574136737582
6,14,-0.0036955005846541072,0.9599118183101755
6,15,-0.024776471541572212,0.7361195785089374
6,16,-0.01742361244964389,0.8126670687761262
6,17,-0.01228682967957476,0.8672764545452716
6,18,-0.03547874375934496,0.6294059941201474
6,19,-0.03768891807222045,0.6082138665256185
6,20,-0.021398024625545645,0.7710172086587388
6,21,0.14708710135363803,0.04543541962914469
6,22,0.07157964086561111,0.3302609610487045
6,23,0.13244642839642887,0.07162943169933972
6,24,-0.004417433434003859,0.9520890591722283
6,25,0.20440589021797073,0.005432196804992025
6,26,0.004600437062282361,0.9501067618575711
6,27,-0.01228682967957476,0.8672764545452716
6,28,-0.027777777777777776,0.7055653365761179
6,29,-0.05963984045171224,0.4172568367113666
6,30,0.022623636652753562,0.7582994128098128
6,31,-0.01742361244964389,0.8126670687761262
6,32,0.14264543402208568,0.05235688715588466
6,33,-0.027777777777777776,0.7055653365761179
6,34,-0.024776471541572212,0.7361195785089374
6,35,-0.021398024625545645,0.7710172086587388
6,36,-0.08333333333333333,0.25702286084775805
6,37,-0.01742361244964389,0.8126670687761262
6,38,-0.035432933563515595,0.6298485691257993
6,39,-0.01742361244964389,0.8126670687761262
6,40,-0.030061629390242612,0.6826259908533128
6,41,-0.027777777777777776,0.7055653365761179
6,42,-0.01228682967957476,0.8672764545452716
6,43,-0.016302421850316717,0.824518695221601
6,44,-0.06739642518104197,0.35930485114232835
6,45,-0.035432933563515595,0.6298485691257993
6,46,0.1172544117802414,0.11074971429399824
6,47,0.01893939393939394,0.7967128447984315
6,48,-0.045820117897429805,0.5331393151958084
6,49,-0.01228682967957476,0.8672764545452716
6,50,-0.01228682967957476,0.8672764545452716
6,51,-0.01228682967957476,0.8672764545452716
6,52,-0.0703846473641222,0.33839834354325454
6,53,-0.01742361244964389,0.8126670687761262
6,54,-0.021398024625545645,0.7710172086587388
6,55,-0.021398024625545645,0.7710172086587388
6,56,-0.03305124081408762,0.6530382095253149
6,57,-0.01228682967957476,0.8672764545452716
6,58,-0.01875879524714151,0.7986094096404193
6,59,0.08473871628596279,0.24908645022874798
6,60,-0.01228682967957476,0.8672764545452716
6,61,-0.01228682967957476,0.8672764545452716
6,62,0.04184495873764591,0.5692523321666687
6,63,-0.07477720636417619,0.30911538939688765
6,64,-0.01742361244964389,0.8126670687761262
6,65,-0.01228682967957476,0.8672764545452716
6,66,0.12365680446706236,0.09258544397555873
6,67,-0.01742361244964389,0.8126670687761262
6,68,-0.021398024625545645,0.7710172086587388
6,69,-0.0703846473641222,0.33839834354325454
7,8,0.10225404245507445,0.16428446250993534
7,9,-0.024202994687341058,0.742007305444834
7,10,-0.024202994687341058,0.742007305444834
7,11,-0.024202994687341058,0.742007305444834
7,12,0.09037278571799252,0.21899578697599356
7,13,0.04398711170578239,0.549646846439937
7,14,0.11242809021844806,0.12621800481343942
7,15,-0.048805495374335095,0.5068013589449574
7,16,-0.03432159560688364,0.6406256814504869
7,17,-0.024202994687341058,0.742007305444834
7,18,-0.05392529128037758,0.4632759287935564
7,19,-0.07424085037900144,0.31259843424251627
7,20,-0.042150521317358934,0.5664354435264634
7,21,0.03239171459520522,0.6595207405358401
7,22,0.08830296316361277,0.22973174869070115
7,23,-0.06590373505787271,0.37004572954972026
7,24,0.053901598344752985,0.46347243568074925
7,25,-0.048805495374335095,0.5068013589449574
7,26,-0.01887935372698335,0.7973432270410973
7,27,-0.024202994687341058,0.742007305444834
7,28,-0.05471756551645828,0.456731683732153
7,29,-0.059983423554322166,0.4145786295869748
7,30,-0.0368622184406349,0.6161034473391722
7,31,-0.03432159560688364,0.6406256814504869
7,32,0.040952015535295434,0.5775222150382537
7,33,0.05775743026737263,0.43211007813464875
7,34,-0.048805495374335095,0.5068013589449574
7,35,0.10225404245507445,0.16428446250993534
7,36,-0.1185547252856596,0.10684913583548931
7,37,0.1420532707062684,0.053343046237317955
7,38,0.19921209699537823,0.006736897176630763
7,39,0.1420532707062684,0.053343046237317955
7,40,-0.0024125187910150623,0.9738230707887795
7,41,-0.05471756551645828,0.456731683732153
7,42,-0.024202994687341058,0.742007305444834
7,43,-0.002775200822089565,0.9698895518830036
7,44,-0.13275965917507473,0.07096105727856702
7,45,-0.0697969390932712,0.3424472028556181
7,46,0.01054036764640144,0.8860023184514305
7,47,0.06798242988408452,0.35514226407419025
7,48,-0.018900169207415145,0.7971246633679155
7,49,-0.024202994687341058,0.742007305444834
7,50,0.2245500062658865,0.0022565384642769287
7,51,-0.024202994687341058,0.742007305444834
7,52,-0.08775408718330248,0.2326404896792713
7,53,0.1420532707062684,0.053343046237317955
7,54,-0.042150521317358934,0.5664354435264634
7,55,-0.042150521317358934,0.5664354435264634
7,56,0.12607713087239983,0.08637559676716315
7,57,-0.024202994687341058,0.742007305444834
7,58,0.02212538977126518,0.7634618975472491
7,59,0.03148072724001833,0.6685170308383657
7,60,-0.024202994687341058,0.742007305444834
7,61,-0.024202994687341058,0.742007305444834
7,62,0.23572535878407092,0.0013449508727697334
7,63,0.19455024963408674,0.00814090172312891
7,64,-0.03432159560688364,0.6406256814504869
7,65,0.2245500062658865,0.0022565384642769287
7,66,-0.0288558499558071,0.6947021143591765
7,67,0.1420532707062684,0.053343046237317955
7,68,0.10225404245507445,0.16428446250993534
7,69,-0.13864595592597007,0.0593234099231795
8,9,-0.00946489982592333,0.8975661086916558
8,10,-0.00946489982592333,0.8975661086916558
8,11,-0.00946489982592333,0.8975661086916558
8,12,0.07779712775260136,0.2899846286701453
8,13,0.28689002564949,9.535140983098691e-05
8,14,0.014708212727631327,0.8414388792600003
8,15,-0.01908603173450495,0.7951738038017426
8,16,-0.01342191197748397,0.8551450456492906
8,17,-0.00946489982592333,0.8975661086916558
8,18,0.010122333768611831,0.8904944138871526
8,19,-0.029032862292703642,0.6929243506168434
8,20,-0.016483516483516484,0.8226016341956421
8,21,0.027044097507879398,0.7129929179832233
8,22,0.13757117844680905,0.06132147631545264
8,23,0.12168882251884668,0.09789469709008355
8,24,0.03856593455622949,0.599893673742335
8,25,-0.01908603173450495,0.7951738038017426
8,26,-0.06201736729460423,0.39893355259781393
8,27,-0.00946489982592333,0.8975661086916558
8,28,-0.021398024625545645,0.7710172086587388
8,29,-0.04594229188737666,0.5320480289664409
8,30,0.06519228607428906,0.37523453800768114
8,31,0.40042037399493846,5.142666187910075e-08
8,32,-0.10132151666716181,0.1681657412260898
8,33,-0.021398024625545645,0.7710172086587388
8,34,-0.01908603173450495,0.7951738038017426
8,35,-0.016483516483516484,0.8226016341956421
8,36,0.042796049251091296,0.5605065981917239
8,37,-0.01342191197748397,0.8551450456492906
8,38,-0.027295012258107463,0.710449619085725
8,39,-0.01342191197748397,0.8551450456492906
8,40,0.014923620074653365,0.8391481802670056
8,41,-0.021398024625545645,0.7710172086587388
8,42,-0.00946489982592333,0.8975661086916558
8,43,0.05627945937240317,0.44398374342702274
8,44,-0.051917413165116506,0.4800928930553461
8,45,-0.027295012258107463,0.710449619085725
8,46,-0.029032862292703642,0.6929243506168434
8,47,0.08656473598516194,0.23903281656473768
8,48,0.13213584149790714,0.07229724897503689
8,49,-0.00946489982592333,0.8975661086916558
8,50,-0.00946489982592333,0.8975661086916558
8,51,-0.00946489982592333,0.8975661086916558
8,52,0.06519228607428906,0.37523453800768114
8,53,-0.01342191197748397,0.8551450456492906
8,54,-0.016483516483516484,0.8226016341956421
8,55,-0.016483516483516484,0.8226016341956421
8,56,-0.025460325534408707,0.7291188715297506
8,57,-0.00946489982592333,0.8975661086916558
8,58,0.0251544728590179,0.7322471761918485
8,59,0.06527668096166968,0.37461668157447847
8,60,-0.00946489982592333,0.8975661086916558
8,61,-0.00946489982592333,0.8975661086916558
8,62,0.10795959173564097,0.1419931032115724
8,63,0.05698365456593569,0.4383033216726536
8,64,-0.01342191197748397,0.8551450456492906
8,65,-0.00946489982592333,0.8975661086916558
8,66,0.06070261325705696,0.4090056114830931
8,67,-0.01342191197748397,0.8551450456492906
8,68,-0.016483516483516484,0.8226016341956421
8,69,-0.05421932703208199,0.4608410925888323
9,10,-0.005434782608695652,0.9410732178311877
9,11,-0.005434782608695652,0.9410732178311877
9,12,-0.02846320307425988,0.6986515171617258
9,13,-0.02109390817547648,0.7741826346450035
9,14,0.058846158198680505,0.42348239096070217
9,15,-0.01095927429211664,0.8815045162649935
9,16,-0.0077069145085809435,0.9165143782835781
9,17,-0.005434782608695652,0.9410732178311877
9,18,0.11333953327225035,0.1231746384575318
9,19,-0.016670783417789516,0.8206203466606894
9,20,-0.00946489982592333,0.8975661086916558
9,21,0.06506042984620203,0.3762011191476684
9,22,0.1381593897175512,0.060221166492006255
9,23,0.12632278815997786,0.08576457649629055
9,24,-0.038101929061574065,0.6042892498770922
9,25,-0.01095927429211664,0.8815045162649935
9,26,-0.035610615580595986,0.6281327159202676
9,27,-0.005434782608695652,0.9410732178311877
9,28,-0.01228682967957476,0.8672764545452716
9,29,-0.02638024422289925,0.7197371460933706
9,30,-0.031132950271916402,0.6719641228021886
9,31,-0.0077069145085809435,0.9165143782835781
9,32,0.09341450994081787,0.2038799915677843
9,33,-0.01228682967957476,0.8672764545452716
9,34,-0.01095927429211664,0.8815045162649935
9,35,0.5742039227726821,5.717994541484582e-15
9,36,-0.036860489038724284,0.6161199988427408
9,37,-0.0077069145085809435,0.9165143782835781
9,38,-0.015672903110733747,0.8311908342178889
