node index 1,node index 2,node index 3,phi 1-2,phi 1-3,phi 2-3
0,12,23,0.3650088097011089,0.3867655274641979,0.32899293226583065
0,12,32,0.3650088097011089,0.3058001207686486,0.19150905441544855
0,12,52,0.3650088097011089,0.4507159909062454,0.19604869692603596
0,12,62,0.3650088097011089,0.2391308620450107,0.21791466131164347
0,21,23,0.2532375831196339,0.3867655274641979,0.28978227340740936
0,21,32,0.2532375831196339,0.3058001207686486,0.3380018344697709
0,21,36,0.2532375831196339,-0.1976423537605237,-0.23969749850222494
0,21,43,0.2532375831196339,-0.26120077441441353,-0.21160515394261933
0,23,32,0.3867655274641979,0.3058001207686486,0.2798967646602711
0,23,43,0.3867655274641979,-0.26120077441441353,-0.3017478573730175
0,23,52,0.3867655274641979,0.4507159909062454,0.37717435138746486
0,23,62,0.3867655274641979,0.2391308620450107,0.2618696743990649
0,32,36,0.3058001207686486,-0.1976423537605237,-0.2556502583772445
0,32,43,0.3058001207686486,-0.26120077441441353,-0.28727055813969127
0,32,52,0.3058001207686486,0.4507159909062454,0.2559932978135702
0,32,62,0.3058001207686486,0.2391308620450107,0.21289036732831088
0,36,43,-0.1976423537605237,-0.26120077441441353,0.20106320282057286
0,36,62,-0.1976423537605237,0.2391308620450107,-0.1972690911917593
0,43,52,-0.26120077441441353,0.4507159909062454,-0.19899891696035182
12,23,32,0.32899293226583065,0.19150905441544855,0.2798967646602711
12,23,52,0.32899293226583065,0.19604869692603596,0.37717435138746486
12,23,62,0.32899293226583065,0.21791466131164347,0.2618696743990649
12,32,52,0.19150905441544855,0.19604869692603596,0.2559932978135702
12,32,62,0.19150905441544855,0.21791466131164347,0.21289036732831088
21,14,23,0.30113249985228574,0.28978227340740936,0.23663660970777464
21,14,32,0.30113249985228574,0.3380018344697709,0.24239144624129458
21,14,36,0.30113249985228574,-0.23969749850222494,-0.2106435333252841
21,23,32,0.28978227340740936,0.3380018344697709,0.2798967646602711
21,23,43,0.28978227340740936,-0.21160515394261933,-0.3017478573730175
21,23,59,0.28978227340740936,0.30642420422521743,0.265982089894897
21,23,69,0.28978227340740936,-0.23531791785968525,-0.21180942970169947
21,32,36,0.3380018344697709,-0.23969749850222494,-0.2556502583772445
21,32,43,0.3380018344697709,-0.21160515394261933,-0.28727055813969127
21,32,59,0.3380018344697709,0.30642420422521743,0.23616657559045603
21,36,43,-0.23969749850222494,-0.21160515394261933,0.20106320282057286
21,43,44,-0.21160515394261933,-0.20741349164936076,0.19810856102760846
21,43,69,-0.21160515394261933,-0.23531791785968525,0.2862043731571452
21,44,59,-0.20741349164936076,0.30642420422521743,-0.25637460603131157
21,44,69,-0.20741349164936076,-0.23531791785968525,0.3499892822470235
21,59,69,0.30642420422521743,-0.23531791785968525,-0.23328054783069455
23,14,24,0.23663660970777464,0.4289866997625916,0.3310144786717721
23,14,32,0.23663660970777464,0.2798967646602711,0.24239144624129458
23,24,32,0.4289866997625916,0.2798967646602711,0.24614222294873048
23,24,52,0.4289866997625916,0.37717435138746486,0.2624382618990991
23,24,62,0.4289866997625916,0.2618696743990649,0.28804493772500533
23,32,43,0.2798967646602711,-0.3017478573730175,-0.28727055813969127
23,32,52,0.2798967646602711,0.37717435138746486,0.2559932978135702
23,32,59,0.2798967646602711,0.265982089894897,0.23616657559045603
23,32,62,0.2798967646602711,0.2618696743990649,0.21289036732831088
23,43,52,-0.3017478573730175,0.37717435138746486,-0.19899891696035182
23,43,69,-0.3017478573730175,-0.21180942970169947,0.2862043731571452
23,52,59,0.37717435138746486,0.265982089894897,0.214714967899532
23,59,69,0.265982089894897,-0.21180942970169947,-0.23328054783069455
32,14,24,0.24239144624129458,0.24614222294873048,0.3310144786717721
32,14,36,0.24239144624129458,-0.2556502583772445,-0.2106435333252841
32,24,52,0.24614222294873048,0.2559932978135702,0.2624382618990991
32,24,62,0.24614222294873048,0.21289036732831088,0.28804493772500533
32,36,43,-0.2556502583772445,-0.28727055813969127,0.20106320282057286
32,36,62,-0.2556502583772445,0.21289036732831088,-0.1972690911917593
32,43,52,-0.28727055813969127,0.2559932978135702,-0.19899891696035182
32,52,59,0.2559932978135702,0.23616657559045603,0.214714967899532
36,14,40,-0.2106435333252841,-0.25251768687803794,0.20316645592396815
36,14,63,-0.2106435333252841,-0.22433161909252855,0.32845143631215235
36,14,66,-0.2106435333252841,-0.21821789023599236,0.27156339681460795
36,62,66,-0.1972690911917593,-0.21821789023599236,0.1950188760864023
36,63,66,-0.22433161909252855,-0.21821789023599236,0.28029639168091175
43,44,48,0.19810856102760846,0.2622470507242041,0.19307096421409717
43,44,69,0.19810856102760846,0.2862043731571452,0.3499892822470235
62,7,38,0.23572535878407092,0.21795537750910163,0.19921209699537823
62,38,66,0.21795537750910163,0.1950188760864023,0.18991970642445405
2,13,63,0.23982391982108323,0.2772938384267547,0.25468294965785776
2,13,66,0.23982391982108323,0.24382219590982007,0.2040419089517262
2,24,63,0.21803810322318237,0.2772938384267547,0.229393570335935
2,27,67,0.21790557021013512,0.3090058465017692,0.7051826775351563
2,63,66,0.2772938384267547,0.24382219590982007,0.28029639168091175
13,63,66,0.25468294965785776,0.2040419089517262,0.28029639168091175
24,14,63,0.3310144786717721,0.229393570335935,0.32845143631215235
27,3,53,0.3467629813249841,0.7051826775351563,0.2347548293241677
27,3,67,0.3467629813249841,0.7051826775351563,0.2347548293241677
27,53,67,0.7051826775351563,0.7051826775351563,0.49453551912568305
63,14,66,0.32845143631215235,0.28029639168091175,0.27156339681460795
67,3,53,0.2347548293241677,0.49453551912568305,0.2347548293241677
67,38,53,0.2347548293241677,0.49453551912568305,0.2347548293241677
53,37,38,0.49453551912568305,0.2347548293241677,0.2347548293241677
53,37,39,0.49453551912568305,0.49453551912568305,0.49453551912568305
53,37,56,0.49453551912568305,0.2532191499465226,0.2532191499465226
53,38,39,0.2347548293241677,0.49453551912568305,0.2347548293241677
53,39,56,0.49453551912568305,0.2532191499465226,0.2532191499465226
59,44,69,-0.25637460603131157,-0.23328054783069455,0.3499892822470235
4,44,48,-0.2644013603256262,-0.28549458074552414,0.19307096421409717
38,37,39,0.2347548293241677,0.2347548293241677,0.49453551912568305
65,46,68,0.3260064312812172,0.5742039227726821,0.3688248802369389
9,35,56,0.5742039227726821,0.37175093512185703,0.1988330184591918
56,18,55,0.24289913292407955,0.1988330184591918,0.1973855084879307
56,37,39,0.2532191499465226,0.2532191499465226,0.49453551912568305
29,16,57,0.2921472008925145,0.2060171453597846,0.7051826775351563
