table_str,chi_stat,pval_exact,pval_asympt,diff
3_8_4_3,1.6060043852251642,0.245232,0.20505437313182273,0.040177626868177274
2_1_13_2,0.72,0.37493299999999996,0.3961439091520741,0.02121090915207413
2_6_3_7,0.055384615384615435,0.846762,0.8139453463016608,0.03281665369833919
3_15_0_0,0,2,1,2
0_2_2_14,0.28125,0.450064,0.5958830905651775,0.1458190905651775
9_0_6_3,3.6,0.04582299999999995,0.05777957112359715,0.011956571123597201
2_12_2_2,2.295918367346939,0.11602500000000004,0.1297144677879131,0.013689467787913051
6_2_5_5,1.1688311688311686,0.30263300000000004,0.2796415340372985,0.02299146596270152
7_3_5_3,0.11249999999999999,0.791061,0.737315677216418,0.05374532278358202
2_2_14_0,7.875,0.012961,0.0050122871454886765,0.007948712854511323
13_3_1_1,1.0044642857142858,0.268207,0.31623268726570397,0.048025687265704
1_8_7_2,8.1,0.0042959999999999665,0.004426525857919834,0.00013052585791986735
4_2_6_6,0.45,0.546781,0.502334954360502,0.044446045639497944
10_0_5_3,4.5,0.025900999999999952,0.033894853524689295,0.007993853524689343
4_1_4_9,3.544615384615384,0.06567199999999995,0.05973901545539235,0.005932984544607604
4_0_14_0,0,2,1,2
7_4_3_4,0.7480519480519483,0.43467599999999995,0.3870936972590958,0.04758230274090414
1_6_11_0,14.142857142857142,6.60000000000105e-05,0.0001694392021937066,0.0001034392021936961
2_15_0_1,0.1323529411764706,0.46664000000000005,0.716004795504331,0.249364795504331
1_1_12_4,0.5538461538461539,0.47078699999999996,0.4567504024231692,0.014036597576830734
5_5_5_3,0.2812499999999998,0.587037,0.5958830905651777,0.008846090565177711
2_0_0_16,18.0,0.004569999999999963,2.2090496998585475e-05,0.004547909503001378
7_0_1_10,14.31818181818182,7.100000000004325e-05,0.00015436670050109164,8.336670050104839e-05
3_4_11_0,8.081632653061225,0.0029970000000000274,0.004471614157309255,0.0014746141573092272
2_2_1_13,4.114285714285716,0.044281000000000015,0.04252247799805158,0.001758522001948433
2_5_8_3,3.3779220779220784,0.08399699999999999,0.06607531108982725,0.017921688910172734
1_9_7_1,10.811250000000001,0.0009919999999999929,0.0010088516329663842,1.6851632966391342e-05
9_4_0_5,6.923076923076923,0.007089000000000012,0.008509044404861305,0.0014200444048612926
2_8_4_4,1.8,0.224433,0.17971249487899593,0.04472050512100406
11_3_1_3,4.017857142857143,0.04452199999999995,0.045020881002538746,0.0004988810025387952
4_4_0_10,6.42857142857143,0.007514000000000021,0.011229886652916675,0.0037158866529166546
8_2_2_6,5.445,0.026596999999999982,0.019624414976639696,0.006972585023360286
8_1_0_9,14.399999999999999,5.699999999997374e-05,0.00014780231033445414,9.08023103344804e-05
3_7_3_5,0.1125,0.7777620000000001,0.737315677216418,0.04044632278358207
8_0_10_0,0,2,1,2
7_1_1_9,10.811250000000001,0.0009909999999999641,0.0010088516329663842,1.7851632966420098e-05
14_0_4_0,0,2,1,2
1_15_2_0,11.250000000000002,0.005143000000000009,0.000796230157590811,0.004346769842409197
0_4_13_1,13.37142857142857,0.00033799999999994945,0.0002554866748880872,8.251332511186228e-05
3_0_5_10,4.500000000000001,0.02480899999999997,0.03389485352468936,0.009085853524689387
1_2_14_1,6.48,0.019835000000000047,0.010909498364269294,0.008925501635730753
2_7_4_5,0.9999999999999999,0.362865,0.3173105078629112,0.04555449213708879
3_2_6_7,0.27692307692307694,0.624943,0.5987250696528468,0.02621793034715325
0_7_3_8,2.290909090909091,0.12460899999999997,0.13013368168806863,0.005524681688068661
12_1_4_1,0.5538461538461539,0.470214,0.4567504024231692,0.0134635975768308
3_0_14_1,0.2117647058823529,0.46085,0.645387747869369,0.18453774786936905
0_12_4_2,10.285714285714286,0.0012259999999999494,0.0013406411172294807,0.00011464111722953138
2_12_1_3,0.2571428571428573,0.727082,0.6120898800892567,0.11499211991074332
2_9_3_4,1.298301698301698,0.27517400000000003,0.25452367109391383,0.0206503289060862
4_5_3_6,0.2337662337662338,0.652253,0.628745176273833,0.023507823726167
0_6_12_0,18.0,2.199999999996649e-05,2.2090496998585475e-05,9.04969986189843e-08
4_3_10_1,2.821892393320965,0.091364,0.09298671430935024,0.0016227143093502372
3_1_5_9,1.9446428571428573,0.18141799999999997,0.16316530543753868,0.018252694562461286
10_0_0_8,18.0,5.999999999950489e-06,2.2090496998585475e-05,1.6090496998634986e-05
15_0_1_2,11.250000000000002,0.005078000000000027,0.000796230157590811,0.004281769842409216
10_2_1_5,7.480519480519481,0.004852999999999996,0.006237007458873192,0.001384007458873196
0_0_2_16,0,2,1,2
0_0_10_8,0,2,1,2
2_10_0_6,1.125,0.29003,0.2888443663464818,0.0011856336535182033
4_4_3_7,0.7480519480519483,0.436033,0.3870936972590958,0.04893930274090419
1_8_4_5,2.4923076923076923,0.13432,0.11440386714766129,0.019916132852338703
0_3_9_6,3.5999999999999996,0.04522700000000002,0.057779571123597176,0.012552571123597159
2_3_2_11,1.2659340659340659,0.291682,0.2605308344539758,0.031151165546024207
7_6_5_0,3.4615384615384617,0.06889599999999996,0.06281184751609843,0.006084152483901525
16_1_0_1,8.470588235294118,0.025007,0.00360934693594544,0.021397653064054563
2_4_5_7,0.11688311688311688,0.766069,0.7324398999038724,0.03362910009612763
4_2_8_4,0.0,1.0,1.0,0.0
0_2_9_7,2.25,0.119618,0.13361440253771584,0.013996402537715835
0_3_6_9,1.8,0.203963,0.17971249487899593,0.024250505121004073
15_1_1_1,3.4453125,0.07972800000000002,0.06343142528861116,0.01629657471138886
1_1_3_13,1.0044642857142858,0.26832900000000004,0.31623268726570397,0.04790368726570393
4_1_1_12,9.411124260355031,0.001882999999999968,0.0021567294769412946,0.0002737294769413266
5_6_1_6,1.87012987012987,0.193307,0.17146020606432338,0.021846793935676623
8_7_3_0,2.290909090909091,0.12487999999999999,0.13013368168806863,0.00525368168806864
15_3_0_0,0,2,1,2
1_0_0_17,18.0,0.008229000000000042,2.2090496998585475e-05,0.008206909503001457
5_11_0_2,0.8653846153846153,0.34021,0.3522362191881916,0.012026219188191578
7_0_2_9,11.454545454545453,0.0003689999999999527,0.0007131933211868679,0.0003441933211869152
1_4_5_8,0.5538461538461539,0.50858,0.4567504024231692,0.05182959757683081
1_5_5_7,1.125,0.33670199999999995,0.2888443663464818,0.04785763365351814
18_0_0_0,0,2,1,2
1_0_11_6,0.5294117647058824,0.416361,0.46685427082272524,0.050493270822725256
1_7_6_4,4.219480519480519,0.04414499999999999,0.039962393696457925,0.004182606303542065
5_5_0_8,5.53846153846154,0.01688999999999996,0.018602929901135774,0.0017129299011358137
0_1_13_4,2.752941176470588,0.07063299999999995,0.09707570786620959,0.02644270786620964
0_9_2_7,2.25,0.11983500000000002,0.13361440253771584,0.013779402537715812
6_5_5_2,0.5130713442401755,0.49990199999999996,0.4738123087898888,0.026089691210111177
4_5_4_5,0.0,1.0,1.0,0.0
0_16_2_0,18.0,0.004728999999999983,2.2090496998585475e-05,0.004706909503001398
6_6_6_0,4.5,0.03330299999999997,0.033894853524689295,0.0005918535246893231
2_7_1_8,0.39999999999999997,0.61311,0.5270892568655381,0.08602074313446195
8_3_6_1,0.4174397031539887,0.575867,0.5182173551252289,0.05764964487477109
1_2_3_12,0.2571428571428573,0.7264539999999999,0.6120898800892567,0.11436411991074324
4_7_5_2,2.103896103896104,0.16647800000000001,0.14692434036214394,0.019553659637856075
0_7_0_11,0,2,1,2
5_10_3_0,4.500000000000001,0.022926000000000002,0.03389485352468936,0.010968853524689355
1_9_2_6,0.7200000000000001,0.46548900000000004,0.3961439091520741,0.06934509084792595
0_11_7_0,18.0,9.000000000036756e-06,2.2090496998585475e-05,1.3090496998548719e-05
6_3_3_6,2.0,0.17850500000000002,0.15729920705028105,0.02120579294971897
5_6_2_5,0.5130713442401755,0.500696,0.4738123087898888,0.02688369121011125
12_0_1_5,13.846153846153845,0.00013300000000004975,0.00019840240458597237,6.540240458592262e-05
6_0_11_1,0.5294117647058824,0.41722800000000004,0.46685427082272524,0.049626270822725194
1_10_0_7,0.6737967914438502,0.391972,0.41173099632166676,0.019758996321666777
7_10_0_1,0.6737967914438503,0.392204,0.41173099632166665,0.019526996321666656
0_5_11_2,10.87912087912088,0.0005830000000000002,0.0009725439807419492,0.00038954398074194903
7_2_7_2,0.0,1.0,1.0,0.0
6_2_3_7,3.5999999999999996,0.07002200000000003,0.057779571123597176,0.012242428876402853
8_2_4_4,1.8000000000000003,0.20929799999999998,0.179712494878996,0.029585505121003997
3_3_3_9,1.125,0.33619,0.2888443663464818,0.04734563365351818
13_5_0_0,0,2,1,2
1_8_1_8,0.0,1.0,1.0,0.0
2_1_15_0,5.294117647058824,0.03765200000000002,0.02139756869691903,0.016254431303080987
6_8_2_2,0.06428571428571433,0.810569,0.7998461056624732,0.010722894337526823
13_0_4_1,2.7529411764705882,0.07086400000000004,0.0970757078662097,0.02621170786620966
3_2_8_5,0.003596403596403584,0.940152,0.9521795102978695,0.012027510297869526
8_4_3_3,0.46753246753246747,0.531489,0.4941245444092639,0.03736445559073609
5_3_10_0,4.500000000000001,0.023055999999999965,0.03389485352468936,0.010838853524689392
5_4_7_2,1.0,0.36067099999999996,0.31731050786291115,0.04336049213708881
2_1_4_11,1.8,0.204125,0.17971249487899593,0.02441250512100407
1_3_11_3,4.017857142857143,0.044433999999999974,0.045020881002538746,0.0005868810025387722
7_3_7_1,0.7874999999999998,0.42124700000000004,0.37485714268334,0.04638985731666001
4_8_5_1,4.0,0.05271400000000004,0.04550026389635857,0.007213736103641469
10_7_1_0,0.6737967914438503,0.39046499999999995,0.41173099632166665,0.021265996321666703
2_2_12_2,2.295918367346939,0.11520399999999997,0.1297144677879131,0.014510467787913123
3_1_0_14,12.600000000000003,0.0012809999999999766,0.000385746755682007,0.0008952532443179697
1_0_8_9,1.0588235294117645,0.29986199999999996,0.3034836640248392,0.0036216640248392107
6_11_0_1,0.5294117647058824,0.41847199999999996,0.46685427082272524,0.04838227082272528
10_0_7_1,1.323529411764706,0.20930499999999996,0.24995961262448335,0.04065461262448339
4_0_12_2,0.6428571428571429,0.40232100000000004,0.4226780741706353,0.02035707417063526
2_6_1_9,0.7200000000000001,0.464263,0.3961439091520741,0.06811909084792589
0_1_14_3,3.7058823529411766,0.05087600000000003,0.05422099630917656,0.0033449963091765275
