table_str,chi_stat,pval_exact,pval_asympt,diff
10_16_0_4,2.307692307692308,0.12419899999999995,0.12873504895794893,0.004536048957948985
4_1_12_13,1.7142857142857149,0.20451799999999998,0.19043026382552025,0.014087736174479726
13_0_2_15,22.941176470588232,0.0,1.6703515625014522e-06,1.6703515625014522e-06
15_6_3_6,3.80952380952381,0.053261,0.050961936967763286,0.0022990630322367173
4_20_3_3,2.9813664596273295,0.07417700000000005,0.08422813437297087,0.010051134372970824
4_13_9_4,6.2658422227227115,0.013612999999999986,0.012308764442262537,0.001304235557737449
11_1_2_16,19.027149321266972,6.999999999979245e-06,1.2887175689558268e-05,5.887175689579023e-06
18_3_4_5,5.487012987012987,0.018903000000000003,0.019158247432460196,0.00025524743246019277
12_6_12_0,5.0,0.022204,0.025347318677468325,0.0031433186774683236
0_11_18_1,26.05263157894737,0.0,3.3223570206597856e-07,3.3223570206597856e-07
11_8_9_2,1.7942583732057416,0.19634300000000005,0.1804081823566579,0.015934817643342147
0_15_15_0,30.0,0.0,4.3204630578274955e-08,4.3204630578274955e-08
0_8_17_5,14.265734265734263,5.999999999994898e-05,0.00015872828747448976,9.872828747454078e-05
1_6_20_3,13.49600709849157,0.0003009999999999957,0.0002390716248790688,6.192837512092691e-05
10_12_7_1,4.22357054709996,0.04140900000000003,0.039866186159007784,0.0015428138409922451
12_8_2_8,4.285714285714286,0.043014,0.03843393023678176,0.004580069763218238
7_7_11_5,1.0937500000000007,0.31691400000000003,0.29564182120919513,0.021272178790804896
1_26_1_2,3.80952380952381,0.07325099999999996,0.050961936967763286,0.02228906303223667
21_2_1_6,16.278938452851495,0.00010900000000002574,5.4668228193949975e-05,5.433177180607577e-05
11_3_1_15,16.27232142857143,2.999999999997449e-05,5.4859475787405565e-05,2.4859475787431074e-05
5_13_2_10,0.49689440993788825,0.503369,0.4808678791104779,0.022501120889522053
0_0_26_4,0,2,1,2
13_12_1_4,1.7142857142857149,0.204384,0.19043026382552025,0.013953736174479758
22_5_3_0,0.6666666666666667,0.40219800000000006,0.4142161782425252,0.012018178242525157
12_0_11_7,6.086956521739131,0.011456000000000022,0.013618347174096405,0.0021623471740963834
13_15_2_0,2.142857142857143,0.12177899999999997,0.1432349075246656,0.02145590752466564
2_21_3_4,4.509316770186334,0.03186599999999995,0.03371070382987158,0.0018447038298716328
10_2_9_9,3.444976076555025,0.06854199999999999,0.06344434012877916,0.005097659871220836
11_8_5_6,0.4331852358168147,0.5282899999999999,0.5104301263227603,0.017859873677239624
6_6_8_10,0.08928571428571444,0.790416,0.7650871933583795,0.025328806641620516
2_13_1_14,0.37037037037037035,0.607684,0.5428024537573732,0.06488154624262676
11_9_9_1,3.675,0.05800000000000005,0.05523425371806382,0.002765746281936231
3_1_26_0,6.724137931034484,0.02729999999999999,0.009511669270410883,0.01778833072958911
14_0_4_12,17.499999999999996,1.3000000000040757e-05,2.873076843491055e-05,1.5730768434869793e-05
4_19_2_5,0.4192546583850932,0.560806,0.517309189697736,0.043496810302264044
7_4_11_8,0.09569377990430639,0.762196,0.757059778498447,0.005136221501553018
0_20_10_0,29.999999999999996,0.0,4.320463057827503e-08,4.320463057827503e-08
1_27_1_1,6.466836734693878,0.04383300000000001,0.010990598766230519,0.03284240123376949
0_7_3_20,1.0144927536231885,0.299729,0.31382891492136794,0.014099914921367918
18_0_5_7,13.695652173913043,0.0001100000000000545,0.00021495154932332043,0.00010495154932326593
6_1_14_9,1.4906832298136645,0.24404899999999996,0.22211048314248621,0.021938516857513746
9_2_6_13,7.033492822966507,0.007553000000000032,0.00799991710457082,0.0004469171045707876
11_11_8_0,6.315789473684211,0.010624999999999996,0.0119667451574363,0.0013417451574363037
10_13_4_3,0.402617568766637,0.5509919999999999,0.5257405222615029,0.025251477738497008
6_3_21_0,7.777777777777779,0.00495000000000001,0.00528928214229387,0.00033928214229385963
10_9_9_2,2.5555733614157186,0.11642699999999995,0.10990593526089346,0.006521064739106491
11_10_2_7,2.33354880413704,0.13409000000000004,0.12661293529749923,0.007477064702500813
0_14_7_9,7.989130434782609,0.0031120000000000037,0.004705901146582081,0.0015939011465820772
5_3_17_5,0.6547004132231403,0.452276,0.4184371551126427,0.03383884488735733
2_23_3_2,8.111999999999998,0.010179000000000049,0.00439731842964067,0.005781681570359379
4_14_7_5,4.043062200956936,0.04744499999999996,0.04435327211119696,0.003091727888802999
3_4_22_1,10.770186335403725,0.002067000000000041,0.0010314812474604552,0.0010355187525395858
5_13_1_11,1.701388888888889,0.204476,0.1921064408679385,0.012369559132061503
13_9_3_5,1.0988230519480524,0.31481800000000004,0.2945245403409807,0.020293459659019353
5_24_0_1,0.20689655172413796,0.46706099999999995,0.6492108060096151,0.18214980600961517
0_18_2_10,3.214285714285714,0.04385899999999998,0.07299804543011561,0.029139045430115626
0_0_29_1,0,2,1,2
20_7_3_0,1.0144927536231885,0.299693,0.31382891492136794,0.014135914921367954
5_4_21_0,10.769230769230768,0.0012119999999999909,0.0010320139151629968,0.00017998608483699402
0_12_4_14,3.076923076923077,0.073191,0.07941062599894237,0.006219625998942366
9_16_0_5,2.5714285714285716,0.10967800000000005,0.10880943004054605,0.000868569959454002
18_1_2_9,18.373205741626798,9.99999999995449e-06,1.8159372089295302e-05,8.159372089340812e-06
2_7_17_4,9.357484620642516,0.001766999999999963,0.0022207671127248206,0.00045376711272485755
14_9_2_5,2.2493345164152614,0.14291900000000002,0.13367187757162366,0.009247122428376359
4_5_3_18,3.2031943212067433,0.07454000000000005,0.07349459306914212,0.0010454069308579311
6_3_14_7,0.0,1.0,1.0,0.0
11_14_4_1,2.16,0.162624,0.14164469029513255,0.020979309704867444
0_23_6_1,24.642857142857142,2.9999999999752447e-06,6.900002461443036e-07,2.309999753830941e-06
11_2_17_0,2.802197802197802,0.063527,0.09413518979107989,0.03060818979107989
9_3_0_18,19.28571428571429,2.9999999999752447e-06,1.1254527653842104e-05,8.25452765386686e-06
0_20_5_5,11.999999999999998,0.00045799999999995844,0.0005320055051392503,7.400550513929187e-05
5_11_0_14,5.250000000000002,0.016893999999999965,0.021946771003246827,0.005052771003246862
0_2_28_0,30.000000000000004,0.00017500000000003624,4.320463057827487e-08,0.00017495679536945797
8_5_6_11,2.038623141564319,0.16675300000000004,0.15334839421137306,0.013404605788626983
17_4_8_1,0.2857142857142857,0.6417390000000001,0.5929800980174267,0.04875890198257338
5_2_15_8,0.09316770186335405,0.774363,0.7601880548296553,0.014174945170344677
15_0_10_5,6.0,0.01003900000000002,0.014305878435429641,0.004266878435429621
0_9_2_19,0.9183673469387756,0.32330800000000004,0.3379040191030023,0.014596019103002233
12_4_3_11,8.571428571428571,0.0036209999999999853,0.0034147911781178208,0.00020620882188216458
16_2_10_2,0.1923076923076923,0.685809,0.6610028456239789,0.024806154376021072
4_15_4_7,0.8351457155284907,0.372726,0.3607887994692789,0.011937200530721115
1_8_17_4,12.804232804232806,0.00022599999999994846,0.00034583600590518517,0.0001198360059052367
14_2_8_6,3.5186688311688314,0.06419600000000003,0.06068116656356486,0.0035148334364351677
7_10_3_10,1.0859728506787332,0.324646,0.29736522057154624,0.02728077942845375
1_11_18_0,26.052631578947363,0.0,3.3223570206598e-07,3.3223570206598e-07
11_17_0_2,1.2406015037593985,0.27243300000000004,0.26535516087040756,0.007077839129592478
7_9_0_14,7.989130434782609,0.003155000000000019,0.004705901146582081,0.001550901146582062
16_3_1_10,16.009655978696223,3.2000000000032e-05,6.302024540987058e-05,3.102024540983858e-05
1_5_14_10,3.3333333333333335,0.06998800000000005,0.06788915486182893,0.0020988451381711154
13_11_3_3,0.033482142857142856,0.861217,0.8548127198282508,0.00640428017174921
10_3_17_0,4.358974358974358,0.021978000000000053,0.036814463607204036,0.014836463607203983
11_3_4_12,8.571428571428571,0.003619000000000039,0.0034147911781178208,0.0002042088218822181
11_2_14_3,0.027149321266968254,0.892189,0.8691246156331327,0.023064384366867308
15_6_5_4,0.7142857142857142,0.4264,0.39802471950693785,0.02837528049306215
4_7_5_14,0.33492822966507185,0.586084,0.5627714769623345,0.02331252303766551
6_7_4_13,1.6968325791855203,0.20215300000000003,0.19270272816101736,0.009450271838982671
1_28_1_0,14.482758620689657,0.014264999999999972,0.00014144828386563715,0.014123551716134336
0_6_22_2,20.625,1.799999999996249e-05,5.586187035770254e-06,1.2413812964192236e-05
11_5_3_11,6.717952806122448,0.00909099999999996,0.009544712607829763,0.00045371260782980233
7_11_3_9,0.625,0.45760199999999995,0.42919530044034926,0.028406699559650694
7_0_2_21,21.30434782608696,8.000000000008e-06,3.918417604554049e-06,4.081582395453952e-06
0_18_1_11,1.5517241379310345,0.14574399999999998,0.21288109182775938,0.0671370918277594
18_9_3_0,1.4285714285714284,0.231707,0.23199772362873078,0.0002907236287307824
12_3_2_13,13.392857142857142,0.00020500000000001073,0.000252584340302688,4.75843403026773e-05
0_13_0_17,0,2,1,2
13_1_7_9,8.102678571428571,0.004310999999999954,0.004419989264755073,0.00010898926475511918
7_1_4_18,12.138973466724664,0.0003330000000000277,0.0004937894848835597,0.00016078948488353203
5_7_12_6,1.832579185520362,0.18834099999999998,0.1758232084935598,0.012517791506440168
20_0_9_1,2.06896551724138,0.09372400000000003,0.1503234554786641,0.056599455478664074
4_9_5_12,0.006464124111182912,0.934629,0.9359193044109883,0.0012903044109882078
11_16_3_0,3.80952380952381,0.03473000000000004,0.050961936967763286,0.016231936967763247
24_0_2_4,18.461538461538463,0.000264000000000042,1.7336796639612595e-05,0.0002466632033604294
0_16_2_12,2.4489795918367343,0.08789199999999997,0.11760129499462746,0.02970929499462749
2_5_23_0,19.71428571428571,4.0000000000040004e-05,8.992660485449985e-06,3.100733951459002e-05
1_14_14_1,22.533333333333335,0.0,2.0652857961262046e-06,2.0652857961262046e-06
11_6_8_5,0.031825759379938874,0.86365,0.858410611415776,0.005239388584224014
20_2_8_0,0.7792207792207794,0.358865,0.37737955917024435,0.01851455917024436
1_13_4_12,1.7142857142857149,0.20104500000000003,0.19043026382552025,0.010614736174479777
0_7_8_15,3.320158102766798,0.06541600000000003,0.06843524747610921,0.0030192474761091825
16_2_9_3,1.0,0.354131,0.31731050786291115,0.03682049213708882
1_9_2_18,0.0,1.0,1.0,0.0
3_22_2_3,2.352,0.10217600000000004,0.12512238701328804,0.022946387013287994
6_3_11_10,0.5235940530058178,0.49439900000000003,0.46931257495909606,0.02508642504090397
19_0_6_5,10.363636363636363,0.0008470000000000422,0.0012852179691038947,0.0004382179691038526
5_13_4_8,0.1058201058201059,0.7527010000000001,0.7449540124644448,0.00774698753555525
1_5_13_11,2.7120535714285716,0.10924500000000004,0.09959271087045662,0.009652289129543412
12_0_1_17,26.153846153846153,0.0,3.1526851995881834e-07,3.1526851995881834e-07
8_1_6_15,9.209183673469388,0.0018460000000000143,0.002408040467287961,0.0005620404672879468
17_0_0_13,30.0,0.0,4.3204630578274955e-08,4.3204630578274955e-08
15_14_1_0,0.9051724137931035,0.35351299999999997,0.3413985725175165,0.01211442748248348
9_0_19_2,0.9183673469387756,0.32315099999999997,0.3379040191030023,0.014753019103002307
7_0_7_16,10.43478260869565,0.0006650000000000267,0.0012366410266029533,0.0005716410266029266
14_0_14_2,1.875,0.15654900000000005,0.17090352023079358,0.014354520230793533
2_5_10_13,0.4968944099378883,0.502767,0.4808678791104779,0.02189912088952206
0_6_21_3,17.5,2.8000000000028002e-05,2.873076843491046e-05,7.307684348824587e-07
5_6_15_4,3.516746411483254,0.06406699999999999,0.060751598223957926,0.0033154017760420595
8_12_4_6,0.0,1.0,1.0,0.0
12_2_0_16,22.85714285714286,0.0,1.7449962508738053e-06,1.7449962508738053e-06
1_20_5_4,10.15873015873016,0.0016639999999999988,0.0014361951022437047,0.00022780489775629407
0_0_19_11,0,2,1,2
1_23_6_0,24.64285714285714,5.000000000032756e-06,6.900002461443055e-07,4.309999753888451e-06
9_5_0_16,14.693877551020407,5.699999999997374e-05,0.00012645648640336238,6.945648640338864e-05
2_2_12_14,0.02060439560439558,0.89866,0.8858618963310437,0.012798103668956284
9_1_19_1,0.26785714285714285,0.6727099999999999,0.6047728544859003,0.06793714551409957
18_1_7_4,4.851674641148326,0.022611000000000048,0.02761930491769083,0.005008304917690783
9_1_6_14,9.6,0.0016279999999999628,0.0019457736937391556,0.00031777369373919276
2_4_8_16,0.0,1.0,1.0,0.0
14_3_12_1,0.6317438217890705,0.48201400000000005,0.4267163892587156,0.055297610741284475
13_4_7_6,1.6968325791855206,0.20076799999999995,0.19270272816101736,0.00806527183898259
3_15_10_2,13.031674208144798,0.00024999999999997247,0.0003062666301835494,5.6266630183576946e-05
12_4_6_8,3.2142857142857153,0.08533100000000005,0.07299804543011573,0.012332954569884313
24_0_5_1,4.13793103448276,0.04555799999999999,0.041932390923852994,0.0036256090761469933
8_5_12_5,0.27149321266968324,0.619232,0.6023318670617275,0.016900132938272527
6_0_6_18,11.25,0.0004349999999999632,0.0007962301575908105,0.0003612301575908473
